StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,1_interesting_1,2_interesting_2,3_interesting_3,4_interesting_4,5_interesting_5,6_interesting_6,7_interesting_7,8_interesting_8,9_interesting_9,10_interesting_10,11_interesting_11,12_interesting_12,13_interesting_13,14_interesting_14,15_interesting_15,16_interesting_16,17_interesting_17,18_interesting_18,19_interesting_19,20_interesting_20,21_interesting_21,22_interesting_22,23_interesting_23,24_interesting_24,25_interesting_25,26_interesting_26,27_interesting_27,28_interesting_28,29_interesting_29,30_interesting_30,31_interesting_31,32_interesting_32,33_interesting_33,34_interesting_34,35_interesting_35,36_interesting_36,37_interesting_37,38_interesting_38,39_interesting_39,40_interesting_40,Age,Gender,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Education,screener1_nicks,Income,Party,Party_6_TEXT,screener2_1,screener2_2,screener2_3,screener2_4,screener2_5,screener2_6,Social_Conserv,Economic_Conserv,god,Q215,Q216,Q217,screener3_1,screener3_2,screener3_3,screener3_4,screener3_5,screener3_6,screener3_7,screener3_8,screener3_9,screener3_9_TEXT,1_belief1_1,1_belief2_1,2_belief1_2,2_belief2_2,3_belief1_3,3_belief2_3,4_belief1_4,4_belief2_4,5_belief1_5,5_belief2_5,6_belief1_6,6_belief2_6,7_belief1_7,7_belief2_7,8_belief1_8,8_belief2_8,9_belief1_9,9_belief2_9,10_belief1_10,10_belief2_10,11_belief1_11,11_belief2_11,12_belief1_12,12_belief2_12,13_belief1_13,13_belief2_13,14_belief1_14,14_belief2_14,15_belief1_15,15_belief2_15,16_belief1_16,16_belief2_16,17_belief1_17,17_belief2_17,18_belief1_18,18_belief2_18,19_belief1_19,19_belief2_19,20_belief1_20,20_belief2_20,21_belief1_21,21_belief2_21,22_belief1_22,22_belief2_22,23_belief1_23,23_belief2_23,24_belief1_24,24_belief2_24,25_belief1_25,25_belief2_25,26_belief1_26,26_belief2_26,27_belief1_27,27_belief2_27,28_belief1_28,28_belief2_28,29_belief1_29,29_belief2_29,30_belief1_30,30_belief2_30,31_belief1_31,31_belief2_31,32_belief1_32,32_belief2_32,33_belief1_33,33_belief2_33,34_belief1_34,34_belief2_34,35_belief1_35,35_belief2_35,36_belief1_36,36_belief2_36,37_belief1_37,37_belief2_37,38_belief1_38,38_belief2_38,39_belief1_39,39_belief2_39,40_belief1_40,40_belief2_40,Random,Google,Comments,Length,mTurkCode,participantId,assignmentId,projectId,loopOrder,condition,FL_71_DO_FL_72,FL_71_DO_FL_73
12/26/2023 10:26,12/26/2023 10:36,0,108.230.171.129,100,593,1,12/26/2023 10:36,R_3I9mxhfZOaTOQzw,,,,,38.6056,-90.1219,anonymous,EN,563F7F18D929491A9A39C7D6B7988D96,,0,,,,,,0,0,0,,0,,,0,0,,0,0,,3,,0,,,,0,,,,3,3,3,,0,0,0,3,3,,70,1,1,,,,,,,5,5,3,2,,,,1,,1,,4,4,8,2,,The fires in Maui caused by downed power wires.,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,2,definitely shows the pol;ariztion of the country,15,,563F7F18D929491A9A39C7D6B7988D96,cbb2ec9a-13c1-477e-a910-8c7b01644132,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:24,12/26/2023 10:36,0,159.235.86.242,100,752,1,12/26/2023 10:36,R_5rpQ7e9u3P286pf,,,,,33.2937,-86.7672,anonymous,EN,3C378F2716C04C0EB4FD62856B8C2152,,3,,0,,0,0,,0,,0,,,,,0,0,0,0,,,3,,,3,,,3,3,,,0,0,3,,0,0,,,0,63,2,1,,,,,,,3,5,4,3,,,,1,,1,,1,1,8,,,UFOs,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,,10,,3C378F2716C04C0EB4FD62856B8C2152,40d33b4e-1bc3-447a-9422-659cfa0d8644,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:24,12/26/2023 10:36,0,184.89.13.194,100,743,1,12/26/2023 10:36,R_19spQyz2Ht81Oct,,,,,28.3159,-80.7292,anonymous,EN,D24AE6F9642D4D808E8ABD389BA93DAA,,0,,0,0,0,,0,0,0,,,,,,0,,,0,,,,,0,3,,3,3,0,,,,0,0,,0,3,0,,0,45,1,1,,,,,,,3,5,5,3,,,,1,,1,,2,5,2,,,The gulf of Tonkin incident and the start of the Vietnam war.,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,0,,1,,1,2,2,,12,,D24AE6F9642D4D808E8ABD389BA93DAA,c5db542c-f536-4324-bb4e-33fb73e231aa,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:25,12/26/2023 10:36,0,104.186.234.163,100,700,1,12/26/2023 10:36,R_1JMubyrwChGnKiB,,,,,36.0322,-79.8588,anonymous,EN,3E9A4A2D381C45359172DE1BB0811084,0,,0,0,3,,,0,0,,,,0,,,3,,0,,3,3,,3,,3,,3,0,,3,0,0,0,,,,0,,,,57,2,,1,,,,,,8,5,7,1,,,,1,,1,,1,1,1,,2,The reason why we are engaging in war with another country would be something where the explanation may be different from reality. ,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,2,,14,,3E9A4A2D381C45359172DE1BB0811084,63a7dbf2-8d1a-44b6-94ff-0d378c856f5b,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:25,12/26/2023 10:36,0,74.193.210.61,100,678,1,12/26/2023 10:36,R_6DBYstYHXUqQBdN,,,,,30.1713,-93.2244,anonymous,EN,589BDBD64FBF4D6788CC1F58CFC1A335,,,0,,3,,0,,0,,,,3,3,,3,,3,3,0,3,,,,3,0,,,0,0,3,,,0,,0,,3,,3,38,1,,1,,,,,,5,5,3,1,,,,1,,1,,1,1,3,,2,The full events of the January 6 riots are being withheld,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,0,,2,2,no,15,,589BDBD64FBF4D6788CC1F58CFC1A335,9d5d1f69-5884-46d2-bd29-3800b1e50aa2,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:26,12/26/2023 10:37,0,35.138.152.152,100,623,1,12/26/2023 10:37,R_3E44kgQNwmjL5xJ,,,,,27.4055,-82.3881,anonymous,EN,E772BC7B14D14BC5BDCC6B592E4D6D8F,,,0,3,0,,0,3,,,3,,3,,3,,,3,3,3,0,,3,0,3,,3,,,,3,,3,0,,0,,,,,73,1,1,,,,,,,5,5,11,3,,,,1,,1,,2,4,7,,,The constant references about whether climate change is real or not. Whether scientists are telling the truth or are they just shills for an imaginary occurrence.,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,none,15,,E772BC7B14D14BC5BDCC6B592E4D6D8F,9ec7f6dd-9d04-4e4f-87b3-86818a52e67f,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:26,12/26/2023 10:37,0,67.253.201.215,100,645,1,12/26/2023 10:37,R_6lM6iRpSniMW54c,,,,,43.2138,-77.4575,anonymous,EN,83CA2776D2934623BE848D3E52447CE9,,,0,,,0,,0,,,,0,,,,0,0,0,0,,3,,3,0,0,,0,,0,0,0,3,3,,,,0,,0,,62,2,1,,,,,,,5,5,11,2,,,,1,,1,,4,5,1,2,,climate change. The root cause is the overpopulation of humans on the planet but nobody is willing to go there.,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,2,2,none,5,,83CA2776D2934623BE848D3E52447CE9,279fe2e1-3285-4688-b215-66d0adf3b79e,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:27,12/26/2023 10:37,0,73.129.141.99,100,607,1,12/26/2023 10:37,R_5gLMTNDA4jfH6ze,,,,,39.3298,-76.635,anonymous,EN,6A5FDF06CA8B4FE7B05C106446690B25,,,,0,0,0,,0,0,0,,0,0,0,0,,0,,3,,3,,,,3,,,0,3,,0,,3,,,0,,,,0,52,1,,,,1,,,,6,5,5,6,Libertarian,,,1,,1,,5,2,8,,,How the rest of the (non-US) world perceives and processes the Gaza conflict. ,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,1,,0,,1,,0,,0,,0,,0,,0,,1,,1,,0,,0,,1,,0,,1,,0,2,2,So much of it seemed false. Some of them even had spelling errors. ,12,,6A5FDF06CA8B4FE7B05C106446690B25,5bd978f8-ed1d-479e-932b-1412e8788c68,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:25,12/26/2023 10:37,0,108.20.209.183,100,714,1,12/26/2023 10:37,R_6DxMDDkOUy6T9sJ,,,,,42.3104,-71.2741,anonymous,EN,3D7D72CEA1F6413D961CE185176CE502,0,,,,,,0,3,3,,0,0,0,,0,0,3,0,0,0,,0,,,0,0,,,,,,,,0,,,0,0,,0,26,1,,,,1,,,,5,5,10,3,,,,1,,1,,3,3,6,,,"I believe that the government had tested special aircraft or equipment in the desert of the southwest, which is why there have been so many purported sightings of UFOs in that area.",,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,1,,0,,1,,0,,0,,1,,1,,0,,1,,0,,0,,0,,0,,0,2,2,The questions made sense and I did not encounter any issues performing the survey.,10,,3D7D72CEA1F6413D961CE185176CE502,84756637-82f9-4d1e-8c46-aaf997b42df7,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:25,12/26/2023 10:37,0,97.79.20.150,100,734,1,12/26/2023 10:37,R_68UOYYz8KXi2uXV,,,,,27.4503,-82.3763,anonymous,EN,6C67505D5D7C4FFA8E220504D91DB9CA,0,,,0,,0,0,0,,,,,,0,,,0,0,0,0,,,,0,0,,0,,,0,,0,,0,0,,,0,0,0,63,1,1,,,,,,,5,5,1,6,libertarian,,,1,,1,,3,5,7,,,well the media either puppet the government party line or the corporate party line so to put any faith in them is useless and baseless. I bet a large amount of news is a small figment of truth marbled with useless and unrelated gobbledegook.,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,2,2,all of the scenerios presented seemed bogus and only a dufus would believe them. ,15,,6C67505D5D7C4FFA8E220504D91DB9CA,0a2c2166-1f76-4c92-8974-1bb1715f420b,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:23,12/26/2023 10:37,0,98.192.170.61,100,838,1,12/26/2023 10:37,R_6GPv2tQtoNzhllf,,,,,37.7353,-121.4403,anonymous,EN,AAC3DA0C316D407D98C39E5558486CC3,3,0,0,0,3,3,0,,,,,,,,,0,,0,,,3,0,,0,,0,0,3,3,,0,,0,,3,,,0,,,31,1,1,,,,,,,3,5,3,1,,,,1,,1,,1,1,8,,2,"I think one topic unfortunately is the moon landing, despite all the credibility there are some people who simply believe that the landing was faked. ",,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,2,2,thank you for the study.,15,,AAC3DA0C316D407D98C39E5558486CC3,c2f2ea02-7a03-47bd-b33b-1b87de585e57,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:25,12/26/2023 10:37,0,107.11.181.48,100,759,1,12/26/2023 10:37,R_60MZQYkeRvyDi7P,,,,,40.2738,-81.8662,anonymous,EN,757FE5C2BDEA411B93086A88D58EFF5E,,,0,,3,0,0,,,,0,,,,0,,,0,0,0,,0,,,,,,0,,,,3,3,3,0,3,0,3,0,0,64,1,1,,,,,,,2,5,2,3,,,,1,,1,,2,2,8,,,The kennedy assasination.....see the DR's story!,,,,1,,,1,,,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,1,,1,,1,,0,,2,2,no,unknown but seemes excessive and possibly under Prolific pay rate due to that,,757FE5C2BDEA411B93086A88D58EFF5E,2059855d-130f-4c7c-bcfe-a4ba79252178,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:27,12/26/2023 10:37,0,47.184.178.173,100,633,1,12/26/2023 10:37,R_70NUs6im5de012H,,,,,32.9569,-96.6746,anonymous,EN,03F53C2027DA4B6A97B25800E417927B,3,0,0,3,,0,0,,,0,0,0,,,3,,,,0,0,3,,,0,,,,3,,,,3,3,,0,0,0,,,,24,1,,,,1,,,,5,5,6,1,,,,1,,1,,3,3,1,,2,Probably a murder investigation,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,2,2,"The attention check by choosing the reliable news websites, is that a forced bias?",10,,03F53C2027DA4B6A97B25800E417927B,eaecd8ba-d025-4ca2-914a-9329a80acb32,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:25,12/26/2023 10:37,0,64.29.68.120,100,759,1,12/26/2023 10:37,R_5hLIhDuwtGarTfX,,,,,39.6089,-75.6749,anonymous,EN,503FFB085DB34AE8B4A5106904998D5F,3,3,3,3,,3,,,3,3,0,3,0,,,,,3,,,3,,,,3,,3,3,,3,0,,,3,,3,,,,3,27,1,,1,,,,,,6,5,9,1,,,,1,,1,,1,2,5,,2,"Some people have doubts about the moon landing, in my opinion. While the official explanation supports the Apollo missions, some people hypothesize about possible staged occurrences or alternate motivations for the lunar landings.",,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,1,,1,,1,,1,,0,,2,2,,14,,503FFB085DB34AE8B4A5106904998D5F,c0241df4-9fba-460c-9d07-3b2ee2c5d269,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:23,12/26/2023 10:38,0,71.87.94.21,100,864,1,12/26/2023 10:38,R_6IgwxWu3vwZdV85,,,,,44.833,-91.5125,anonymous,EN,7378E75D71394AE8B91F1EBD2E13861F,,,3,3,,,,,0,,,3,0,0,3,3,,,3,3,0,,,,3,3,0,3,,3,0,,,,,,,0,0,0,41,2,,1,,,,,,5,5,11,2,,,,1,,1,,4,4,6,1,,I can't believe the topic which is related to Malia Obama arrest. ,,,,1,,,1,,,,,0,,0,,0,,1,,1,,1,,1,,0,,0,,0,,1,,0,,0,,0,,1,,1,,1,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,0,,0,,0,,1,,0,,1,,1,,1,,1,2,2,,10,,7378E75D71394AE8B91F1EBD2E13861F,8b3d2cf8-5d18-4e8a-aa68-a1989eed19d7,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:24,12/26/2023 10:38,0,35.141.135.159,100,829,1,12/26/2023 10:38,R_5ee7eIpRxj9KziC,,,,,28.0475,-82.6148,anonymous,EN,2FE4331C127B4D2BA55F7CE52142FC8F,0,,,,,0,0,0,,0,,,,3,,3,,,0,,3,,3,0,3,0,,,0,0,,3,,3,0,3,,0,,,34,1,1,,,,,,,3,5,8,2,,,,1,,1,,4,5,1,2,,Anything that comes out about politicians and anything they are involved with.,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,0,,0,,0,,0,,1,,0,,1,,0,,1,,0,,1,,0,,0,,0,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,2,,10,,2FE4331C127B4D2BA55F7CE52142FC8F,6e0852ec-98db-4710-aa6b-396811499a51,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:26,12/26/2023 10:38,0,73.27.247.192,100,735,1,12/26/2023 10:38,R_5qdZONx9hpPdGBR,,,,,26.9835,-82.1319,anonymous,EN,450BA15B1E9D4B76BC0DCB0D9BF11DAB,0,,3,0,,,0,0,0,0,,,,0,,0,0,,,,,0,0,,3,,,0,,0,,,3,,3,0,,0,,0,69,1,1,,,,,,,3,5,5,3,,,,1,,1,,3,3,1,,,"When an event or topic is put in the Headlines as a question, with no basis of truth or fact.",,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,0,,0,,1,,0,,0,,1,,1,,1,,1,,0,,1,,1,,1,,2,2,Nope,15,,450BA15B1E9D4B76BC0DCB0D9BF11DAB,e31971ad-a548-4f6b-8ee4-16f38859a2e3,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:26,12/26/2023 10:38,0,24.21.8.123,100,686,1,12/26/2023 10:38,R_6JJZtdN7mYjVmx6,,,,,45.5173,-122.6398,anonymous,EN,E5787B904A0B4547A7CD6DA2BACAA3F0,0,0,0,,0,,0,,0,0,0,,,,0,0,,0,,0,3,0,3,,,,0,3,,,0,,3,,,,,,,0,49,1,1,,,,,,,5,5,11,1,,,,1,,1,,1,1,1,,2,The existence of UFOs,,,,1,,,1,,,,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,,10,,E5787B904A0B4547A7CD6DA2BACAA3F0,43e48d3f-7fbf-4af4-a8e2-8dff4157c6c9,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:23,12/26/2023 10:38,0,98.223.231.208,100,880,1,12/26/2023 10:38,R_7VyHGyC1ArWFluY,,,,,40.4444,-86.9256,anonymous,EN,FA3BED3C33C047EAB2768EF5172A1310,,,3,3,3,,0,0,,,3,,0,3,,3,,,3,0,,,,3,,,,3,0,0,0,,3,0,,3,3,,,,49,1,,1,,,,,,4,5,11,3,,,,1,,1,,3,3,5,,,The article about Kamala Harris news. ,,,,1,,,1,,,,,1,,0,,0,,1,,1,,0,,1,,0,,1,,0,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,0,,1,,0,,0,,1,,1,,0,,0,,1,,0,,0,,1,,0,,0,,0,,1,,1,,0,,1,2,2,,12,,FA3BED3C33C047EAB2768EF5172A1310,40c24cb1-c852-4922-bc3e-88eff4e6215a,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:27,12/26/2023 10:38,0,99.91.203.219,100,674,1,12/26/2023 10:38,R_5PvGs3VILaKs03H,,,,,39.711,-86.2591,anonymous,EN,CF908AFA5A284F3C8A2D7591BD871C40,,0,0,,3,,3,0,0,,0,3,,3,3,3,,,0,,,,,,0,,,,0,3,0,,,,,,0,0,3,0,26,1,,,,1,,,,5,5,11,3,,,,1,,1,,4,2,2,,,"anything with politics, they always make it biased",,,,1,,,1,,,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,1,,0,,0,,1,,0,,1,,1,,0,,1,,1,,1,,1,,0,,1,,1,,1,,1,,2,2,none,10,,CF908AFA5A284F3C8A2D7591BD871C40,dac18d0d-b7b6-41b4-a81d-9d5ea843c3f0,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:26,12/26/2023 10:38,0,73.115.178.96,100,715,1,12/26/2023 10:38,R_3QHoKg2kXHj3Y0p,,,,,29.7754,-95.598,anonymous,EN,6EBDF444278E4003B924346EA54EFB67,,0,,,,0,0,,0,0,,0,0,0,0,0,,,0,,,,3,,3,,0,0,,0,0,,,,0,0,0,,,,41,1,1,1,1,,,,,5,5,7,3,,,,1,,1,,2,2,6,,,When the economy does good the majority of the people are doing good.,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,0,,1,,0,,1,,0,,0,,0,,0,,0,,1,,0,,1,,1,,1,,1,,2,2,none,7,,6EBDF444278E4003B924346EA54EFB67,e7180407-de8b-4f98-95d3-12102aa6bfc0,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:25,12/26/2023 10:38,0,172.58.146.186,100,793,1,12/26/2023 10:38,R_6hjWMF33ByorcFX,,,,,36.0571,-86.6729,anonymous,EN,31D4175571A14F4E84BF88D248E92969,,,0,0,,0,,,0,,0,0,,0,,,,3,,0,3,,0,,,,,0,0,,0,0,3,,0,0,,,0,0,60,1,1,,,,,,,5,5,10,2,,,,1,,1,,4,4,1,2,,Anything in politics,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,0,,1,,1,,0,,0,,0,,1,,1,,1,,0,,0,,1,,1,,0,,0,,1,,0,,0,,1,2,2,no,15,,31D4175571A14F4E84BF88D248E92969,a1efc70f-f78c-44bf-ab15-44c9e5eadfec,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:27,12/26/2023 10:38,0,24.4.254.155,100,694,1,12/26/2023 10:38,R_1qCnmkL9WvCmVF5,,,,,37.7703,-122.4407,anonymous,EN,416B18C1D2F742DE8AA4F6C34B1F3E5F,0,0,,3,0,,,,,,,3,0,0,,0,0,0,0,3,,,0,,,3,,,,,0,0,0,,,0,0,0,,,45,1,1,,,,,,,5,5,9,1,,,,1,,1,,2,2,8,,2,The topic of abortion is controversial and complicated.,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,2,2,No ,10,,416B18C1D2F742DE8AA4F6C34B1F3E5F,690f5588-a671-4d89-bc4a-6c5958cf796b,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:26,12/26/2023 10:38,0,68.173.137.138,100,718,1,12/26/2023 10:38,R_6J5BTTkBSCVME6t,,,,,41.4535,-74.4774,anonymous,EN,414CE39AD46E442D8DA188D0C9C50CFC,0,0,,,0,0,3,,,,,0,,,3,,0,,3,3,,0,0,,0,0,3,0,0,0,,,,,,3,,,,3,28,1,1,,,,,,,2,5,10,2,,,,1,,1,,5,5,1,2,,The January 6 riots ,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,0,,0,,1,,0,,1,,1,,0,,1,,1,,1,,1,,0,,0,,1,,1,,0,,0,,1,,0,,1,,1,,0,,1,,1,,2,2,None,10,,414CE39AD46E442D8DA188D0C9C50CFC,f8e053d8-4a7f-4ded-92a3-de5af243b7e2,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,1,1,
12/26/2023 10:30,12/26/2023 10:39,0,98.166.166.52,100,536,1,12/26/2023 10:39,R_7qEGNhbfSL8Sgc2,,,,,37.0453,-76.3404,anonymous,EN,6E865AC43A234CE6BDF0B6F9FD471BF3,3,0,0,,0,0,,,0,,,0,0,0,,0,,0,0,0,0,,,,3,,,,3,0,,,0,,,0,0,,,,40,2,,1,,,,,,6,5,3,1,,,,1,,1,,1,2,2,,2,I don't know.,,,,1,,,1,,,,,1,,0,,0,,0,,0,,0,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,,15,,6E865AC43A234CE6BDF0B6F9FD471BF3,f36815b9-265c-4c54-be67-d6f5121b3450,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
12/26/2023 10:24,12/26/2023 10:39,0,71.218.111.73,100,863,1,12/26/2023 10:39,R_5EvnTqKB1AKh45A,,,,,39.7628,-105.0263,anonymous,EN,961E7957998344EEB0A96EF70CDDACE9,3,,,3,,3,,3,,,,3,3,3,3,3,,3,3,,0,,,0,0,,0,,,0,,,,0,,,0,,0,0,56,2,1,1,,,,,,5,5,7,1,,,,1,,1,,1,1,3,,2,I don't think we got the whole story when Covid emerged and I think we still don't know what really went on.,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,no,15,,961E7957998344EEB0A96EF70CDDACE9,b45606a5-bb61-4af6-98ad-1c5abecb38d8,27a0ecb4-5d20-4ecc-9f1e-d8052b24e758,,2,,1
