StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Age,Gender,screener1_nicks,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,1_interesting_1,2_interesting_2,3_interesting_3,4_interesting_4,5_interesting_5,6_interesting_6,7_interesting_7,8_interesting_8,9_interesting_9,10_interesting_10,11_interesting_11,12_interesting_12,13_interesting_13,14_interesting_14,15_interesting_15,16_interesting_16,17_interesting_17,18_interesting_18,19_interesting_19,20_interesting_20,21_interesting_21,22_interesting_22,23_interesting_23,24_interesting_24,25_interesting_25,26_interesting_26,27_interesting_27,28_interesting_28,29_interesting_29,30_interesting_30,31_interesting_31,32_interesting_32,33_interesting_33,34_interesting_34,35_interesting_35,36_interesting_36,37_interesting_37,38_interesting_38,39_interesting_39,40_interesting_40,education,Income,Party,Party_6_TEXT,screener2_1,screener2_2,screener2_3,screener2_4,screener2_5,screener2_6,Social_Conserv,Economic_Conserv,god,Q215,Q216,Q219,Q218,screener3_1,screener3_2,screener3_3,screener3_4,screener3_5,screener3_6,screener3_7,screener3_8,screener3_9,screener3_9_TEXT,1_belief1_1,1_belief2_1,2_belief1_2,2_belief2_2,3_belief1_3,3_belief2_3,4_belief1_4,4_belief2_4,5_belief1_5,5_belief2_5,6_belief1_6,6_belief2_6,7_belief1_7,7_belief2_7,8_belief1_8,8_belief2_8,9_belief1_9,9_belief2_9,10_belief1_10,10_belief2_10,11_belief1_11,11_belief2_11,12_belief1_12,12_belief2_12,13_belief1_13,13_belief2_13,14_belief1_14,14_belief2_14,15_belief1_15,15_belief2_15,16_belief1_16,16_belief2_16,17_belief1_17,17_belief2_17,18_belief1_18,18_belief2_18,19_belief1_19,19_belief2_19,20_belief1_20,20_belief2_20,21_belief1_21,21_belief2_21,22_belief1_22,22_belief2_22,23_belief1_23,23_belief2_23,24_belief1_24,24_belief2_24,25_belief1_25,25_belief2_25,26_belief1_26,26_belief2_26,27_belief1_27,27_belief2_27,28_belief1_28,28_belief2_28,29_belief1_29,29_belief2_29,30_belief1_30,30_belief2_30,31_belief1_31,31_belief2_31,32_belief1_32,32_belief2_32,33_belief1_33,33_belief2_33,34_belief1_34,34_belief2_34,35_belief1_35,35_belief2_35,36_belief1_36,36_belief2_36,37_belief1_37,37_belief2_37,38_belief1_38,38_belief2_38,39_belief1_39,39_belief2_39,40_belief1_40,40_belief2_40,Random,Google,Comments,Length,mTurkCode,participantId,assignmentId,projectId,rid,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,loopOrder,condition,FL_71_DO_FL_72,FL_71_DO_FL_73
3/18/2024 10:56,3/18/2024 11:18,0,107.77.215.20,100,1265,1,3/18/2024 11:18,R_69rCPUgyfAvXWhz,,,,,28.6344,-81.6221,anonymous,EN,64,2,5,1,,,,,,,,,0,,,0,,,,0,0,3,3,3,,,,,3,0,0,0,0,0,,0,,,,0,,,3,,,0,3,,0,3,4,9,2,,,,,,,1,3,3,8,2,,,2,,,,1,,,1,,,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,1,,1,,0,,0,,0,,1,,0,,1,,1,,0,,1,,0,,1,,1,,0,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,0,,1,,2,2,Im not a dedicated social media person! Watch Fox News!,20min,,,,,65f87241-c234-6651-7bac-11ef79142cd0,2,27,1,1,,2,3,34972,,1,1,
3/18/2024 11:17,3/18/2024 11:18,0,71.31.236.192,100,31,1,3/18/2024 11:18,R_7w0ak3oCceULkJ3,,,,,35.2277,-92.3573,anonymous,EN,49,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f87734-95d5-6796-2fca-19229227e662,1,,2,1,4,,3,71720,,,,
3/18/2024 11:17,3/18/2024 11:18,0,108.147.36.79,100,48,1,3/18/2024 11:18,R_7OkhaMCAqxnMC6B,,,,,35.0781,-106.6583,anonymous,EN,64,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f87704-33a9-48aa-a2e4-d7d909dd4b42,2,4,1,2,,,3,78363,,,,
3/18/2024 11:18,3/18/2024 11:18,0,107.199.205.53,100,15,1,3/18/2024 11:18,R_7mHVk4Z7XMU7oLT,,,,,37.4967,-122.2665,anonymous,EN,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f87757-deea-5865-e0bb-1dc7dd491755,2,3,1,1,,3,4,94002,,,,
3/18/2024 10:57,3/18/2024 11:19,0,70.122.65.151,100,1325,1,3/18/2024 11:19,R_7YLZr3NzYY5qrXT,,,,,31.6398,-97.094,anonymous,EN,60,2,5,,1,,,,,,,,0,0,3,0,,0,0,,3,,,0,3,0,,3,,,3,0,,,0,,,0,0,,,,,3,0,0,,,0,,3,4,1,,,,1,,1,,3,3,8,,2,2,,,,,1,,,1,,,,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,1,2,It was very interesting,15,,,,,65f87258-3867-098b-0b3a-ac2bd61ddde6,2,7,2,1,6,1,3,76705,,2,,1
3/18/2024 11:18,3/18/2024 11:19,0,73.145.242.213,100,69,1,3/18/2024 11:19,R_2lsBskV5yqCbTX3,,,,,42.4593,-83.2207,anonymous,EN,58,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8773f-a613-881e-1349-f4e5b5168574,2,4,1,1,,,2,46222,,,,
3/18/2024 11:18,3/18/2024 11:19,0,136.53.125.5,100,57,1,3/18/2024 11:19,R_25UzNd1y2SivvO1,,,,,34.7777,-86.5445,anonymous,EN,27,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8775c-39de-acbe-cb72-742882af7d36,2,11,1,1,8,,3,35803,,,,
3/18/2024 11:15,3/18/2024 11:19,0,174.229.17.254,100,264,1,3/18/2024 11:19,R_5nMfgHqghrvOosp,,,,,32.3886,-86.1691,anonymous,EN,46,2,5,1,,,,,,,,,,,,0,0,,,0,0,,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,,,0,,,0,,,0,,0,2,1,2,,,,,1,,,3,3,8,1,,,1,,,,,,,,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,2,Na,5,,,,,65f876a9-9193-a873-c616-047eae96b208,2,1,1,1,4,2,3,31071,,1,1,
3/18/2024 11:19,3/18/2024 11:20,0,74.192.198.186,100,16,1,3/18/2024 11:20,R_7eSrByVEF9cXnJT,,,,,32.5301,-92.6511,anonymous,EN,52,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f877ac-0caf-9980-84f6-e6b627830cc9,2,8,3,14,5,7,3,71270,,,,
3/18/2024 11:18,3/18/2024 11:20,0,67.191.162.253,100,109,1,3/18/2024 11:20,R_7zADydUAC7Zck8N,,,,,33.7585,-84.183,anonymous,EN,,2,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8774e-2e83-1830-0834-e2a3ca41f090,2,4,2,1,4,4,3,30088,,,,
3/18/2024 11:20,3/18/2024 11:20,0,216.126.34.220,100,12,1,3/18/2024 11:20,R_2mlRJQYW0pwGjNu,,,,,37.8886,-78.3516,anonymous,EN,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f877b8-c29a-e40e-c91a-907ddad005c7,2,1,1,1,5,1,1,23024,,,,
3/18/2024 10:53,3/18/2024 11:21,0,73.101.163.186,100,1681,1,3/18/2024 11:21,R_7z8EQ6F67w9PDSp,,,,,40.0008,-76.7697,anonymous,EN,72,1,5,1,,,,,,,0,,,0,,0,0,0,0,0,,0,,,0,,0,,3,3,,,0,,,0,0,0,,,,0,,,,3,,3,,3,2,6,2,,,,,,,1,4,4,8,2,,,,,,,1,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,1,,1,,0,,0,,1,,0,,1,,1,,0,,1,,1,,1,,1,,0,,0,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,2,no,30,,,,,65f87175-995b-30dd-fa82-c82f55b1b880,1,7,1,1,4,2,1,17368,,1,1,
3/18/2024 11:14,3/18/2024 11:21,0,68.34.49.203,100,407,1,3/18/2024 11:21,R_3jv1CAhyi9qvWJr,,,,,42.613,-83.0346,anonymous,EN,56,2,5,1,,,,,,,,,,,3,,,,,0,0,3,0,0,,,0,,,0,,0,,0,0,0,,,,,0,0,3,0,0,0,,,3,0,4,4,1,,,,1,,,,3,3,8,,2,2,,,,,,,,1,,,,,1,,0,,0,,0,,0,,1,,0,,1,,1,,1,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,,1,,1,,1,,0,,0,,1,,0,,1,,1,,1,,0,,0,,0,1,2,,5,,,,,65f87672-1e33-1055-2fe0-48b8a8a99d8c,2,10,1,1,,,2,48310,,2,,1
3/18/2024 11:21,3/18/2024 11:21,0,47.204.21.102,100,18,1,3/18/2024 11:21,R_1GH9B6j8kPLgGpY,,,,,28.2282,-82.1805,anonymous,EN,43,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f877f2-271c-4e82-13a5-4c23f2612175,1,3,1,1,4,1,3,33542,,,,
3/18/2024 11:17,3/18/2024 11:21,0,69.24.187.228,100,273,1,3/18/2024 11:21,R_7Ypl295okMlOvCh,,,,,44.1552,-93.9961,anonymous,EN,40,1,5,1,,,,,,,3,,0,3,0,3,,,3,0,,,,3,0,0,,0,,,,0,,0,,0,,3,3,,,,0,,0,,3,3,,,2,2,1,,,,1,,1,,3,3,7,,2,2,,,1,,,,,,,,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,2,1,,5,,,,,65f8770a-87b2-7cea-9181-bb333e29b462,1,4,1,1,,1,2,56093,,1,1,
3/18/2024 11:20,3/18/2024 11:21,0,172.220.241.145,100,68,1,3/18/2024 11:21,R_2IsGctCmT6i3QIT,,,,,35.4666,-79.1758,anonymous,EN,44,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f877dc-883a-589a-da81-3840b21f5c52,2,4,1,1,,,3,28390,,,,
3/18/2024 10:44,3/18/2024 11:22,0,74.71.20.220,100,2265,1,3/18/2024 11:22,R_5XchhshUNpQZKkz,,,,,40.8,-73.9763,anonymous,EN,58,2,5,,1,,,,,,0,0,0,,,0,,,,,0,0,,,0,,,,,0,,0,,0,,3,,,,0,0,0,3,0,0,,3,,0,0,2,1,1,,,,1,,1,,3,3,8,,1,1,,,,,,,1,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,1,,0,,0,,1,,1,,0,,1,,0,,0,,0,1,2,no,10,,,,,65f86f69-a9c0-334c-651b-2ccf4818f99a,2,4,2,1,,,1,10025,,2,,1
3/18/2024 11:16,3/18/2024 11:22,0,23.174.48.2,100,341,1,3/18/2024 11:22,R_5bFw2tGxaJdDHfX,,,,,37.0617,-120.8632,anonymous,EN,59,2,5,1,,1,,,,,,,0,0,,0,0,,,,,0,,0,,,0,0,0,0,0,0,,0,0,,0,,,,0,,,,0,0,0,,,3,4,3,2,,,,1,,1,,3,3,7,2,,,1,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,1,,1,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,,6,,,,,65f876f1-385e-189e-47cf-1c8ad4fe5d31,2,6,1,1,7,,4,93635,,2,,1
3/18/2024 11:21,3/18/2024 11:22,0,143.55.136.196,100,83,1,3/18/2024 11:22,R_7yeeORPj2tc6qm3,,,,,36.5424,-82.7214,anonymous,EN,32,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f877f1-2b5f-8bd3-cfd0-6eca01082d90,2,22,1,1,,,2,46545,,,,
3/18/2024 11:14,3/18/2024 11:23,0,23.28.246.15,100,503,1,3/18/2024 11:23,R_2mDWQYmYHTDVaAC,,,,,42.2593,-84.7656,anonymous,EN,24,2,5,,1,,,,,,0,,0,0,,0,0,0,,,0,0,,,,,0,0,,0,0,0,,0,,3,0,3,,,,0,,,0,,,0,,,6,7,2,,,,,,,1,4,5,8,2,,,2,,,,,,,1,,,,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,1,,1,,0,,1,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,2,2,"Interesting, but I'd like to know the TRUTH.",4,,,,,65f8767b-6478-ea8d-8e1e-11e785cc652f,2,,9,1,,,3,40059,,2,,1
3/18/2024 11:22,3/18/2024 11:23,0,158.120.148.61,100,52,1,3/18/2024 11:23,R_5VIIMUX5rKSGStE,,,,,34.504,-88.4521,anonymous,EN,49,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8783c-9073-3d97-9800-7c0e364ec4e7,2,5,1,1,,,3,38856,,,,
3/18/2024 11:15,3/18/2024 11:23,0,71.72.41.16,100,478,1,3/18/2024 11:23,R_2QlOKIQuitOrksZ,,,,,41.0972,-81.4219,anonymous,EN,60,1,5,1,,1,,,,,0,0,,,,,,0,0,,0,0,,,,,,,0,0,0,0,3,0,,,0,0,0,,0,,3,,0,,,,3,0,4,5,3,,,,1,,1,,3,3,1,,,,,,,,,,,,,1,comics.com,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,2,2,no,14,,,,,65f8766d-6d0c-a3d0-3471-be93ae0c12b6,1,9,1,1,,3,2,44310,,1,1,
3/18/2024 11:16,3/18/2024 11:24,0,71.171.1.72,100,456,1,3/18/2024 11:24,R_5iUdcH4Mr1ksn3t,,,,,37.1362,-80.4125,anonymous,EN,38,2,5,1,,,,,,,,0,0,,,0,3,3,0,3,,0,,3,,,3,,0,,0,,0,0,,0,,,,,0,,3,,0,,0,,0,,2,3,3,,,,1,,1,,3,3,7,,,,,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,2,2,None,10,,,,,65f876d3-bf6b-bb3f-e34a-b7a37e806ee1,2,5,1,1,,,3,24058,,1,1,
3/18/2024 11:15,3/18/2024 11:24,0,98.190.113.233,100,512,1,3/18/2024 11:24,R_1POlCTh4deID6sy,,,,,36.0934,-95.8791,anonymous,EN,43,2,5,,1,,,,,,3,,,0,0,3,0,,3,,0,0,,,,0,,,3,3,0,0,,,,,3,,3,,0,3,3,3,3,,,,,,1,1,1,,,,1,,1,,3,3,8,,1,2,,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,1,,0,,1,,1,,1,2,No comment ,10,,,,,65f876a4-aa21-34fc-472a-64685a02f51f,2,2,2,1,3,3,3,74105,,1,1,
3/18/2024 11:23,3/18/2024 11:24,0,155.186.172.37,100,31,1,3/18/2024 11:24,R_10wS8y6QJ2d9M9g,,,,,33.4772,-84.0554,anonymous,EN,49,2,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8788d-439a-6c01-bfcb-1cfc1886d41d,2,1,2,1,3,3,1,30228,,,,
3/18/2024 11:23,3/18/2024 11:24,0,107.131.158.173,100,33,1,3/18/2024 11:24,R_5dTkKyBBFCQskwh,,,,,30.3937,-95.1961,anonymous,EN,41,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f87861-0031-ea3b-f0f2-571e5b87b846,2,,1,1,,,3,77327,,,,
3/18/2024 11:15,3/18/2024 11:24,0,47.220.139.61,100,505,1,3/18/2024 11:24,R_809aPdfdcfVWIH7,,,,,30.3228,-95.5298,anonymous,EN,42,2,5,,1,,,,1,Puerto Rican,,,3,3,,3,3,3,,,3,,3,,,,,3,3,3,3,3,3,,3,,3,,,3,,,,,,3,3,3,,3,4,6,3,,,,1,,1,,3,3,8,,,,,,,,1,,,1,,,,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,2,2,No,10,,,,,65f876be-6ba6-c41f-70ee-1482d8163075,2,8,2,1,,,3,77303,,2,,1
3/18/2024 11:24,3/18/2024 11:24,0,76.35.32.135,100,22,1,3/18/2024 11:24,R_5nO7rGeruvGyx27,,,,,41.4105,-82.359,anonymous,EN,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f878a3-9d02-1fa7-747c-fa2eb568275e,2,1,1,1,,1,2,44857,,,,
3/18/2024 10:53,3/18/2024 11:24,0,24.211.119.213,100,1859,1,3/18/2024 11:24,R_3NRuKq5V6gu187C,,,,,33.9739,-81.2345,anonymous,EN,68,2,5,1,,,,,,,,,,0,,0,,3,3,,,,0,,,0,0,,,0,0,0,,0,3,0,,,3,0,,0,3,,,0,0,,0,,2,6,1,,,,1,,1,,2,2,8,,2,2,,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,2,Different and interesting,10,,,,,65f87188-4d0e-5f2a-67de-13ffc07f8050,2,11,1,1,,1,3,29073,,1,1,
3/18/2024 11:24,3/18/2024 11:25,0,65.28.144.199,100,11,1,3/18/2024 11:25,R_5KuOuHn8GMnIgKe,,,,,34.4166,-78.8963,anonymous,EN,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f878dc-f100-a87e-296f-184503b36f47,2,2,1,1,4,,3,28433,,,,
3/18/2024 11:18,3/18/2024 11:25,0,38.141.233.153,100,403,1,3/18/2024 11:25,R_20OcojcN3L2oopu,,,,,34.0026,-96.3832,anonymous,EN,43,2,5,1,,,,,,,,,,,0,3,,,,0,0,3,,3,,,0,,3,3,,,0,,3,0,,0,0,3,3,0,,,,3,3,,3,,4,3,2,,,,1,,1,,3,3,7,2,,,2,,,,,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,0,,1,,2,2,None,11,,,,,65f87751-db51-ed2e-92ae-4bc9aacd3d19,2,6,1,1,7,,3,74538,,1,1,
3/18/2024 11:15,3/18/2024 11:25,0,76.123.157.64,100,598,1,3/18/2024 11:25,R_56mHuriXbOaMgO5,,,,,31.7087,-89.1318,anonymous,EN,48,1,5,1,,,,,,,,,0,,,3,3,3,0,,3,3,,,3,,,,,0,3,3,3,,3,3,0,,,3,,3,3,,,3,,,,3,6,11,3,,,,1,,1,,3,4,6,,,,,,,,1,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,2,2,,20,,,,,65f876a8-bbcf-b1ed-e0a5-94597b1a05de,1,21,1,1,12,3,3,39443,,2,,1
3/18/2024 11:16,3/18/2024 11:25,0,107.77.232.202,100,547,1,3/18/2024 11:25,R_85YniH6XQE9JsYU,,,,,33.7485,-84.3871,anonymous,EN,64,2,5,1,,,,,,,,0,0,,,,,0,0,,0,3,,0,0,,0,,,0,,,,,3,0,0,,,0,0,0,,,,0,3,3,,3,1,2,3,,,,1,,1,,3,3,8,,,,,,,,1,,,1,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,1,,0,,1,,0,,1,,0,,1,,0,,1,,0,,0,,1,,1,,1,,1,,1,,2,2,fun and interesting,15,,,,,65f876db-1927-52d8-95ec-e08ba46eaa36,2,4,1,1,,6,3,28625,,1,1,
3/18/2024 11:21,3/18/2024 11:25,0,70.120.2.37,100,231,1,3/18/2024 11:25,R_5dL1xHz1DaCrac6,,,,,29.5882,-98.5183,anonymous,EN,49,1,5,1,,,,,,,0,3,0,0,0,,0,,,,,,0,0,0,,0,,,,0,,0,,,,0,0,0,0,,,,0,0,0,0,,,,6,10,2,,,,,,,1,3,3,4,2,,,2,,,,,,,,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,2,2,Great survey ,15,,,,,65f87816-79e3-9c93-77bf-5bb41c1aebb0,1,11,1,1,10,2,3,78249,,1,1,
3/18/2024 11:17,3/18/2024 11:25,0,73.159.139.24,100,525,1,3/18/2024 11:25,R_56GvrVuHYSzk8p3,,,,,41.6339,-70.9406,anonymous,EN,,1,5,1,,,,,,,3,3,,,,,,,0,,,0,,0,,,,,3,,,3,3,,3,,3,3,3,0,,3,3,3,3,,3,,3,3,6,12,1,,,1,,,,,5,5,8,,2,2,,1,,1,1,,,,1,,,,1,,0,,0,,0,,1,,0,,0,,1,,1,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,1,,1,,1,,1,,1,,1,,0,,1,,1,,0,,0,,0,,1,,1,2,2,,10,,,,,65f876ed-f9e5-1b53-49ab-07788bc13023,1,23,1,1,10,1,4,90001,,2,,1
3/18/2024 11:17,3/18/2024 11:25,0,73.209.221.174,100,511,1,3/18/2024 11:25,R_8rDMYDXkW3QRieh,,,,,42.3574,-88.2209,anonymous,EN,47,2,5,1,,,,,,,,0,,,,,0,0,0,0,0,,0,,,,,3,,0,,0,0,,0,,3,,,0,0,,,,0,0,,0,0,0,2,10,2,,,,1,,1,,4,4,1,2,,,2,,,,,,,,,1,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,1,,0,,0,,1,,0,,0,,1,,1,,0,,0,,1,,1,,0,,1,,0,,1,,1,,1,,0,,0,,1,,1,2,2,,7,,,,,65f876f8-b496-7d7c-296c-8e46031d11f5,2,20,1,1,,2,2,60020,,2,,1
